,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
2292,2292,36,simplysmitten_,2023-02-27 03:39:26+00:00,323,0,1,0,4792.0,"""I kinda did."" George interjected through a yawn, stretching his arms up in the arm, smiling up at Dream.

""Oh my fucking god, I hate you both. I should make you clean by yourselves."" Sapnap muttered, walking into the kitchen.

""You /conned/ me?"" Dream asked once they were alone.",2
2300,2300,44,Tootsietucan,2023-02-27 19:15:30+00:00,66,6,3,2,1003.0,"Im so happy for you but I also fucking hate you

(Dont take this seriously its a joke....kinda) https://t.co/ml6X7EZU5x",0
2301,2301,45,amwhippedafbro,2023-02-26 13:42:17+00:00,640,2,1,0,13170.0,"It's so fucking humiliating. And that, from Deku? Midoriya fucking Izuku?

Just what kind of person did he even fucking think Bakugo was?

Bakugo clenches his fist, an angry smile etching on his face. ""I fucking hate you."" He wipes a stray tear in his eye and got up to leave.",0
2311,2311,55,MRSTONKSSSS,2023-02-23 23:28:34+00:00,109,0,1,0,1743.0,@dcvoidman @LocalBateman I fucking hate you for making me check it,0
2312,2312,56,MuggenMylle,2023-02-26 21:24:53+00:00,51,1,0,0,735.0,People don't hate you because you're a tradwife. They hate you because your politics fucking suck and you play the victim.,0
2329,2329,73,Altus_West,2023-02-27 18:04:30+00:00,55,0,1,0,1199.0,@SMTDrifter i fucking hate you drifter,0
2336,2336,80,gonzlamm,2023-02-26 07:40:16+00:00,55,0,0,0,360.0,@chuck_nicklaus @TheCriticalDri2 i fucking hate you crypto nerds. a pdf works too genius,0
2338,2338,0,ColorfulStageEN,2023-02-28 00:00:57+00:00,6088,618,133,758,204263.0,"Our next gacha is full of new limited-time cards~ 🎩

Get ready, because the ""Knights of White Gacha"" starts tomorrow at 15:00 (PST)/23:00 (UTC)~ 💌 https://t.co/beScxkHlAM",2
2339,2339,1,Craigs_VCR,2023-02-26 18:57:41+00:00,795,233,43,145,162275.0,"Ruby Bridges parents were selfish. IDC. 

Ain't no way I would have sent my baby to a school full of racist white kids.",0
2340,2340,2,ZoeRoseBryant,2023-02-26 20:26:37+00:00,796,33,36,12,77449.0,I’m thinking an organization full of old white guys will vote for the talking rock movie. https://t.co/XxmLboYqGP,2
2342,2342,4,milesandshi,2023-02-25 23:01:31+00:00,410,63,9,3,5831.0,"school is full of white supremacy. Why the fuck didn’t I know that Spain colonized Africa and the Caribbean? Why don’t they teach what’s really important? It’s the same black people everyone already knows: MLK, Rosa, Harriet, WE KNOW THEM TEACH US MORE STUFF!!!!",0
2345,2345,7,stephanegaddis,2023-02-28 06:29:59+00:00,222,43,49,3,5513.0,Every time Joe Biden is in a room full of minorities he has to talk about how he is white and then tells a ridiculous story about how learned to relate to black people through tragedy and triumph.,2
2346,2346,8,AScalzi98,2023-02-28 13:28:14+00:00,396,10,19,3,27555.0,"Just met an old acquaintance from high school at the park in town, didn’t even exchange pleasantries, just handed them a white envelope full of cash and they handed over a brown paper bag of the good stuff… Girl Scout Cookies 😈 https://t.co/XFjaS4urGD",2
2347,2347,9,ierofsorrows,2023-02-28 05:29:37+00:00,77,16,0,0,1042.0,me staring at my friend who opened my gallery which is full of 40 year old white men https://t.co/b4jSXBhZQm,2
2348,2348,10,lyndastraffin,2023-02-27 20:25:36+00:00,162,69,13,7,2988.0,"The Supreme Court is chock full of rapists, white supremacists, alcoholics, religious zealots and even a handmaiden. #RepublicansAreDestroyingAmerica #RepublicansHateAmerica",2
2349,2349,11,espiers,2023-02-26 00:20:25+00:00,167,21,264,106,187234.0,"But yeah, if someone wants to fund a company where my constraint is that I can only hire Black women and pay them the way white men get paid, I’m gonna end up with a company full of hyper competent employees and we would make serious money.",2
2350,2350,12,roadgrimes,2023-02-27 01:18:58+00:00,91,21,10,0,3893.0,Interesting that none of the shitlib dividers who smeared the anti-war rally as being “full of white supremacists” are criticizing this very diverse group of individuals (😁) who showed up to support military demolition of Ukraine and no bid rebuilding contracts for Blackrock.,2
2351,2351,13,dondika3,2023-02-26 22:54:18+00:00,53,8,4,0,3123.0,"White on white crime, their culture is full of violence",0
2352,2352,14,cana_kush,2023-02-28 21:13:01+00:00,249,18,1,2,5184.0,"God Bud‘s nugs are full of purple which have undertones of bright orange hairs and large white crystals. God Bud has a sweet tropical and earthy flavor. 
https://t.co/B7RblnrWZz https://t.co/Pi6b28fvS2",2
2353,2353,15,saucyrockets,2023-02-27 15:45:15+00:00,138,22,8,1,19957.0,"A club president's response to Aliu's proposal:

""if we want to have inclusion with Black kids and Indigenous kids and Oriental kids and white kids...what the hell are we doing with a team all full of Black players? That's ridiculous. That’s not inclusion.”

ORIENTAL?",2
2355,2355,17,4tybin,2023-02-25 21:33:02+00:00,318,22,1,0,3701.0,@GovRonDeSantis Remember when you were part of a Facebook group full of white nationalists? Spare me your antics,2
2356,2356,18,sillygirlism,2023-02-27 14:14:17+00:00,106,9,1,1,3391.0,yall are actually fucking disgusting for constantly rewarding jamie when she only played a side character that could have been replaced by anyone and meanwhile yall ignore the ACTUAL main cast full of talented asian actors. but anything for that white woman i guess!,1
2360,2360,22,tomj_rhodes,2023-02-26 11:36:39+00:00,475,14,33,1,6522.0,"@azardey3 @TizzyEnt I am a White Person asking, what is the matter White people? Why are they so full of hate and anger?",0
2365,2365,27,MyGuyMoses,2023-02-25 18:31:06+00:00,508,28,1,0,16637.0,"@heyyitsjanea White people gotta stop moving into wildlife abundant locations then get confused when nature natures.

""He never bothered anyone!"" Cause the water was full of food that day it wasn't so he came on land for an easy meal",2
2367,2367,29,mil0o2,2023-02-26 17:08:48+00:00,54,4,1,0,819.0,"I imagine the polar tang is just full of white Bepo hairs everywhere on the floor and furniture. 

Especially when he molts during summer and changes his coat.",2
2370,2370,32,BlkPHomo,2023-02-27 21:44:43+00:00,56,0,1,0,1632.0,@restoreorderusa I had a roommate who lived in buckhead it's full of white strivers and the upper middle class. I assume they're tired of having a government run like South Africa.,2
2371,2371,33,rwesthead,2023-02-27 15:04:51+00:00,159,24,37,289,390000.0,"Some organizations defend the GTHL.
Don Mills Flyers President Peter MacInnis: ""... if we want to have inclusion with Black kids and Indigenous kids and Oriental kids and white kids all playing together, what the hell are we doing with a team all full of Black players? ...”",2
2375,2375,37,ljeanabldr,2023-02-28 14:24:13+00:00,69,7,1,0,598.0,@RonFilipkowski Folks! This is Ponte Vedra! RICH AND RETIRED! Just another wealthy unincorporated seaside community full of white trumpsters b/c they love the tax breaks. LMMFAO,2
2377,2377,39,SquidRadio,2023-02-27 17:18:51+00:00,53,0,0,0,1255.0,"@dillonshawty @_nyancrimew Pretty sure Sisyphus didn't celebrate with a chalice full of suspicious white liquid, but it has been a bit since I read the myth.",2
2379,2379,41,powpowc41,2023-02-28 17:42:09+00:00,137,0,9,0,3815.0,"@AsGrze @DiscussingFilm Yep, it's that time of the week month where grown ass people cry because a black person is in a movie originally full of white people.  

The horror!!",0
2380,2380,42,THISisLULE,2023-02-27 08:50:02+00:00,65,16,0,0,4948.0,The TL was full of “the white people will never let her in the door again!” that day 🤣🤣🤣,2
2382,2382,44,Zaynab71990,2023-02-26 17:19:25+00:00,57,26,2,0,1418.0,"~

To write is to enter
into another world,
a dimension full of possible dreams,
in which spring reigns,

the sea is always blue &amp; calm
Heaven hangs
white clouds of delights

Writing is a conversation
with spirit, soul and heart, &amp;
transform into one voice
you're feeling

#poetry",2
2384,2384,46,1KarenWyld,2023-02-26 02:58:50+00:00,135,28,4,0,2921.0,"boot-licking white centralists/barely-Left are suggesting a Blak woman should've been run over by a truck full of cops - then hiding behind the ""just joking"" ""it's satire"" excuse. 
You're not funny. No, satire always punches up. Try not being a racist arseh*le. #NoPrideInGenocide",2
2391,2391,53,alisonjbb,2023-02-26 01:45:13+00:00,150,1,5,0,51240.0,"@selenaesmivicio you know what’s sad, she’s in a squad full of racist, mean white women, when she’s never had an appreciation post from kylie, kendall, or haley. she’s just a “proof” so that they wouldn’t be called racist",0
2402,2402,64,mmdisney200,2023-02-28 22:21:06+00:00,94,6,1,2,1998.0,"@AMiiinaFedora Moana, Raya, Encanto, WISH coming out this year. Disney is constantly making BOTH new POC characters and race swapping a few… we can have both. In a market full of remakes and comic book movies based on Old mainly white content, changes can happen 😉, diversity can be in both…",2
2405,2405,67,REAL_7homas777,2023-02-27 14:09:28+00:00,169,10,3,1,16940.0,"Welp, the RAIN is dying down so I'm OFF to start my DAY! A DAY full of MAGICAL ADVENTURES, MORAL LESSONS, and WHITE PRIVILEGE. Don't ENVY - is ONLY ROCK N ROLL. https://t.co/wK8Top1EOg",2
2410,2410,72,Steve_Sailer,2023-02-27 12:22:51+00:00,438,14,7,0,14294.0,"@JamesMc68848079 @mattyglesias Westchester County is full of white murder victims buried in shallow graves. 

Everybody knows that.

If that weren't true, then the per capita murder rate would differ between races, which we know a priori can't possibly be true, because that would be racist to know that.",0
2413,2413,75,tlecaque,2023-02-28 14:55:42+00:00,170,2,1,1,4934.0,Literally this is one time that asking a Midwestern diner full of upper middle class suburban white people who are attempting to perform country life would be instructive. Find twenty harried suburban white parents dropping their kids off to their 5th extracurricular.,0
2427,2427,89,Tako1Fall,2023-02-27 15:48:01+00:00,79,3,1,0,641.0,@isthischill @ScottAdamsSays Shocking that you are Jewish;timeline is full of mocking white people for being mad about anti whiteness and also you whining about anit-semitism. One can only imagine if Scott had said Jews instead of whites...something tells me your concern wouldnt have been the replies lol,0
2429,2429,0,britxoxxx,2023-02-28 00:03:47+00:00,4889,1254,27,252,234043.0,i can’t stand a nigga that still think your inlove with him like get over it fr that was like 2 niggas ago 😂,0
2430,2430,1,_liljada,2023-02-28 18:31:01+00:00,3886,1233,15,132,187479.0,"i hate when a nigga think i gotta lie to him, like man you know who i am? like if we gone be anything be fr",0
2431,2431,2,the_jaderoom,2023-02-28 04:42:28+00:00,261,88,0,10,15282.0,a nigga really gotta treat me better than i treat myself for me to want to be w him &amp; i treat myself pretty tf well,2
2432,2432,3,BIGMEL____,2023-02-28 14:39:57+00:00,258,100,2,14,26248.0,"If your OG/BigHomie ain’t teaching you how to love women, make money legally, and self sufficient as a man.. STOP looking up to him. He isn’t you Big Homie. He’s a Lil nigga that’s older than you!",2
2433,2433,4,Odumodublvck_,2023-02-28 08:26:09+00:00,634,106,35,15,28411.0,"OBASANJO HAS A PERSONAL AGENDA AGAINST TINUBU AND WE ALL KNOW THAT. 

LET GID CONTINUE TO USE HIM TO FIGHT FOR WE THE PEOPLE. 

BUT DO NOT MAKE THE MISTAKE OF SAYING OBASANJO IS A G. CAUSE THAT NIGGA IS FAKE. 

A DEMON",2
2434,2434,5,Chridashian,2023-02-28 22:07:09+00:00,184,133,0,16,13209.0,i can spoil a nigga OR  i can treat him like shit &amp; ruin his life…. the choice is his,1
2435,2435,6,__babybear,2023-02-28 01:07:07+00:00,163,52,1,11,11647.0,"Honestly, from a man bin intimate with a woman in any way, I don’t even entertain no negative talks from him about her cuz nigga none of that was a issue for you when you was suckin n fuckin… go and manipulate your mother…",1
2436,2436,7,stillcanon,2023-02-28 17:08:47+00:00,78,12,2,8,7643.0,Missing my dawg he let me take a million pictures of him ♥️ love you nigga. https://t.co/RuX6dqPWQe,1
2438,2438,9,hoesandcash,2023-02-28 16:36:05+00:00,296,14,16,5,29939.0,"Was speaking to someone at a hotel in Spain. 

The nigga had 2 kids with his girlfriend. 

And my man caught her having a threesome with 2 other guys. 

Gave him an std also. 

U could see in his eyes the PAIN he went through. 

I looked at him and told him it’s ur fault bro.",2
2439,2439,10,Krakoan4Life,2023-02-28 21:29:17+00:00,972,11,15,1,33861.0,@SaycheeseDGTL Still can’t believe dude killed a Nigga in broad daylight in rare designer jeans…..keep him where he at lol https://t.co/DL3R97JmWy,0
2440,2440,11,Trent3860,2023-02-28 21:28:32+00:00,643,22,16,6,50804.0,"@SaycheeseDGTL This was him just a couple months ago, Niggas go to jail and get big ash😭 https://t.co/pOz1bU8hfO",1
2445,2445,16,TheCanaryHouse,2023-02-28 22:04:43+00:00,66,8,13,3,4789.0,"Draymond really set us back after a ring that should have solidified everything and put a lot of the bullshit to rest. Love him, he's a warriors legend, but I don't not LIKE that nigga 💀",0
2452,2452,23,WrittenByHanna,2023-02-28 21:27:12+00:00,786,83,2,2,65942.0,A nigga wearing shorts and yall are a hop skip from calling him a slur,1
2455,2455,26,1fine_sznn,2023-02-28 15:09:25+00:00,110,30,5,0,16572.0,You can take a nigga outta Chicago but you can’t take Chicago outta him,0
2458,2458,29,TheCanaryHouse,2023-02-28 15:11:13+00:00,72,15,2,5,3153.0,If Stephs so mid then just beat him. All your favourite hesi tween niggas get a shot at taking him down every year so just go do it then. I'll wait https://t.co/YzUyE5C0OI,1
2463,2463,34,whogotwells,2023-02-28 01:20:53+00:00,560,15,2,5,48197.0,"i ignore the shit too im like cuh niggas hella weird n annoyin, tryna crash out over a bitch. dis nigga got da nerve to go around tellin mfs dat know me ""im on his ass when i see him ima do him bad"" im like u gon do what to who ? ion even play like dat",1
2473,2473,44,pierrefleury_,2023-02-28 11:49:24+00:00,409,55,4,1,17166.0,"I’ve said it before and I’ll say it again: 

Just because [you] made social media a dating app [for you], it does not mean it’s a dating app for everyone else.

If you think not posting your nigga face is how you prevent him from cheating, you just don’t trust that nigga.",0
2474,2474,45,cordelll,2023-02-28 17:33:14+00:00,221,7,5,0,31664.0,this nigga Kai cenat need a award twitch would be nothing without him 😭,0
2477,2477,48,millydollarkid,2023-02-27 22:24:24+00:00,168,4,6,0,25862.0,@KikiYummy19 @MilagroGramz__ That’s definitely that nigga 🤣🤣🤣🤣 you can see the tattoos even in the dark cloudy room. It’s messed up they step him up like that. But what Ari thought a rapper was going to faithful 🤣🤣🤣🤣🤣🤣,2
2479,2479,50,Less_HumbleTeej,2023-02-28 19:39:54+00:00,130,53,6,16,24091.0,"Everytime a new photo of Jonathan Majors drops it’s of bunch of niggas saying they are uncomfortable with the pics or questioning why women are attracted to him. 

Y’all need to go get comfortable with some bitches and leave the rest of us alone.",1
2482,2482,53,dethtouam3rika,2023-02-28 08:15:34+00:00,51,0,9,1,10040.0,@kidzrevil Nigga what ? This Issa reach. Most ppl was prolly more shocked at him just being able to build a computer in the first place than it being because he was from the hood. Most ppl don’t know that many ppl who can do that,1
2505,2505,76,hbcushaderoom,2023-02-28 22:58:10+00:00,79,0,2,1,16244.0,"I submitted the “punching my LB” confession. To clarify, I punched the nigga because that’s not what our organization stands for! IDGAF bout him being a hoe! Shit, I get mine! We don’t stand for that hazing shit and YES I reported his ass! -anon",1
2507,2507,78,6milxn,2023-02-28 16:34:02+00:00,54,0,3,0,1938.0,@jahcoinv2 @BleacherReport bro the nigga literally was doing a fadeaway nigga did not kick him,0
2508,2508,79,RackRacer223,2023-02-28 23:17:18+00:00,64,0,0,0,369.0,@kendra_favors @spinbackmecca Y’all hate when y’all can’t quote a Nigga picture and call him ugly 😭😭😭😭,0
2510,2510,81,hesoboujee,2023-02-28 04:40:18+00:00,116,1,1,0,8214.0,@toosii2x toosi been supportive of us &amp; I’ll always respect him for that..a real nigga will never be threaten by what another nigga do in the bedroom. All love to him yuh 💙💯,0
2532,2532,3,D0z_M4n_D4rk,2023-02-27 16:59:43+00:00,116,2,4,2,8781.0,"He said ""not too many niggers on my squad just how I like it""",0
2533,2533,0,N_A_M_O_R_,2023-02-25 02:12:08+00:00,2097,111,29,3,70498.0,This is gay as aids and the comments are littered with fags,0
2536,2536,3,girlmeat5557,2023-02-24 18:30:49+00:00,670,51,10,3,21059.0,"not to disparage construction workers, but the fact the robot prances around like a fag is absolutely gonna be a sticking point for some of them",0
2537,2537,4,HORMONEABUSER,2023-02-22 01:44:20+00:00,70,4,11,0,2334.0,"hey uhh is this thing on?

im a fag lol",0
2542,2542,9,TinypootIta,2023-02-22 09:13:12+00:00,87,12,18,1,4989.0,"Good morning 

Here is something to do for lent 

Get out the bags
Give up the fags
Off and think 
Give up the drink 

Be kind 
Good deeds for those in need 
An ear to listen 
A kind word of comfort 

For the next 40 days all of the above will be time well spent🌼 https://t.co/KfyLvEIVGY",2
2543,2543,10,laracroftbarbie,2023-02-27 19:06:51+00:00,94,3,1,1,4861.0,nobody is talking about how it used to be a few gay men and 1 fag hag but the roles have been reversed and now its 1 doll and 3-4 gay men,0
2561,2561,28,ThreshedThought,2023-02-22 12:58:07+00:00,441,18,5,2,66987.0,"Here is a back of a fag packet calculation:

They started the war with 150k invasion force. In numerical terms, I reckon this entire number is dead, wounded or missing (at least).

They then mobilised 300k. Not all are in service yet, but let’s say that they are all gonna arrive.",0
2562,2562,29,blacklikewho,2023-02-28 20:01:26+00:00,53,16,0,1,3711.0,We have gone from let AIDS kill all the fagg*ts to homonormative gay marriage to now legislation against drag queens. Tell me we are not in a crisis of meaning? I guess the one constant is “god hates fags” as Michael Cobb brilliantly reminded us back in 2006.,0
2563,2563,30,bimbotheory,2023-02-23 20:48:46+00:00,127,5,2,3,3671.0,"As transsexual who is a dyke and also kind of a fag, begging you to stop trying to make this bullshit taxonomy a Thing™.",0
2589,2589,0,laejaaaaah,2023-02-28 21:48:06+00:00,1188,138,735,4793,16876838.0,discharge is normal but that’s why as a woman you need to wear panty liners so yo panties don’t end up looking like that 🤢 we too fuckin grown,1
2590,2590,1,sleafordmods,2023-02-28 17:54:21+00:00,370,25,13,1,22269.0,Sunak has bettered his last worst form. Not hard really is it. A shed full of shit will only sow further fuckin stench. Useless cunt.,1
2592,2592,3,bryanasalaz,2023-02-28 20:23:12+00:00,372,15,13,2,12801.0,NO FUCKIN WAY IN HELL I JUST GOT INVITED TO BILLBOARDS WOMEN IN MUSIC TM W LANA DEL MF REY … TWICE???????? QUINTA MF BRUNSON IS THIS A JOKE WHERE IS ASHTON KUTCHER RN,2
2593,2593,4,EverTrua_TTV,2023-02-28 15:01:13+00:00,54,9,7,1,2400.0,This is a fuckin BANGER 💯 on goddd,1
2594,2594,5,real_DOCTOR_PIG,2023-02-28 22:23:41+00:00,69,10,1,1,2383.0,@kilorat Is that a mother Fuckin Speed Racer Reference?!?!??! https://t.co/nfRy1QK7Th,1
2595,2595,6,joe_AmcApe,2023-02-28 23:17:13+00:00,71,10,2,1,2659.0,Lmfao!! We kicked major ass in our earnings and the shorts didn’t miss a beat. Fuckin down10% AH. This is indicative of how fucked they are. #APESNOTLEAVING https://t.co/2vL9o3gKaA,1
2597,2597,8,Crystal__959,2023-02-28 22:49:29+00:00,310,25,3,1,7163.0,"While we’re at this and saying goodbye to Fiszi, everyone please say hi to TurnTail, whose art is just now showing up in official merch and is already infinitely better than all of Fiszi’s contributions combined. It’s honestly a shame that this art is only on a fuckin mug",2
2598,2598,9,vincecaso,2023-02-28 21:37:46+00:00,114,3,5,0,2898.0,Waking up from a great nap not knowing what fuckin day it is anymore https://t.co/rRX6WYhp1j,1
2600,2600,11,honkkkat,2023-02-28 20:21:38+00:00,82,15,1,0,1193.0,"#sapnap: *talking to a FUCKIN DEAD BODY* This is not the time to sleep bro wake up

This is a experience 😭😭😭😭",1
2606,2606,17,BravoLatinas,2023-02-28 08:52:17+00:00,87,1,4,0,11027.0,"Wow...wow...wow...way below the belt... l LOVE Kyle but like the hypocrisy is crazy because we've watched Kyle be a drunken fuckin mess for years now, so much so, that he had to make a career out of it #SummerHouse https://t.co/x2Mp8F4WxH",1
2607,2607,18,NoVA_Campaigns,2023-02-28 08:17:28+00:00,95,41,2,1,5735.0,"@DCPoliceDept Thau 🎥 :

“This is a shit show. This ain’t a fight dude, this is a fuckin’ overthrow”

Fellow 👮‍♂️: “Calm down”

Thau: “Calm down? We’re in the middle of a fuckin’ revolution dawg!”

Walks to other 👮‍♂️ for better reception:

“Jimmy, hey, this is a fuckin’ revolution” https://t.co/snRI5CbfAr",1
2611,2611,22,toothpickisgay,2023-02-28 22:22:01+00:00,51,4,8,1,1689.0,like you are literally going into a living being and existing within their fuckin SYSTEM dude that is so cool i wanna rent a dragon tummy apartment,2
2614,2614,25,lazygott,2023-02-28 20:51:42+00:00,82,12,1,0,1893.0,"we've hit a new fucking age of ""conservatives making shit up to get mad at"" and this is a fuckin dangerous one. its AI generated, and you can tell by the comments no one actually watched past 10 seconds into these.

""This is a possible future that could happen"" YOU MADE IT UP",1
2615,2615,26,mamorris777,2023-02-28 13:46:50+00:00,67,26,0,0,667.0,"When your PRIME MINISTER is contradicting AND picking a fight with your SECURITY INTELLIGENCE SERVICE....

Your country has a HUGE FUCKIN NATIONAL SECURITY PROBLEM!!",2
2621,2621,32,gigsintoon,2023-02-28 08:02:12+00:00,62,4,4,1,10384.0,"On this day in the year 2000, @oasis released their fourth studio album, Standing On The Shoulder Of Giants.

Another UK number 1 for the band, Gas Panic is a superb song but the opening track, Fuckin' in the Bushes always reminds me of the film Snatch.  Superb! https://t.co/Duc22Ov0i2",2
2626,2626,37,KetuAlbrecht,2023-02-28 16:41:23+00:00,66,0,4,0,1382.0,t-girl swag is when you look like a fuckin dork i guess https://t.co/Grlio62oA3,1
2645,2645,56,sandipantsmma,2023-02-28 16:23:52+00:00,72,1,20,0,2812.0,I watched the first Embedded and this new “awe shucks guys” Bones is fuckin weird. I’m gonna need him to head butt a cop car quickly to recenter myself.,2
2652,2652,63,JustJem24,2023-02-28 19:42:51+00:00,61,4,3,0,11819.0,"Don’t do it. The man isn’t worth go. Go live your best life and be selfish. Men will always be there but your youth is truly a one time experience, so please just fuckin experience it!!!!",2
2657,2657,68,carterforva,2023-02-28 17:55:16+00:00,115,5,3,0,2831.0,"At least Hillary could say she paid her dues.  Mayor Pete's only elected office is a lower level than mine and he's trying to cut the fuckin' line.

The line shouldn't exist, granted, but come on now.",2
2669,2669,80,charlierward,2023-02-28 13:50:28+00:00,523,2,0,0,21845.0,@georainbolt @GameGrumps This is legit a fuckin superpower,1
2672,2672,83,KFCBarstool,2023-02-28 13:48:57+00:00,73,4,8,1,101293.0,"New ep of @KFCradio is out today. First half is me solo talking about the big life changes &amp; the future of Barstool New York

2nd half is @WhitneyCummings comin in HOT. I mean this bitch was fired out of a fuckin cannon &amp; just dominated me &amp; @FeitsBarstool https://t.co/wrlWaOoBHh",1
2678,2678,0,iamarwa__,2023-02-28 21:25:37+00:00,883,18,0,2,39067.0,did she say “you’re like my bitch” OMG SAMIE IS A SAVAGE FOR THIS ONE😭 #loveisland  https://t.co/EdVYiVrMad,1
2679,2679,1,sydneyarchives,2023-02-28 21:37:47+00:00,3496,196,0,8,167276.0,Sydney Sweeney for Savage X Fenty https://t.co/woHQRogcRn,2
2680,2680,2,CrystalTwenebee,2023-02-28 21:24:23+00:00,245,6,0,0,15862.0,Give Sammie a Savage X Fenty deal right now #LoveIsland https://t.co/TUZQIj0JkZ,2
2681,2681,3,TayyanEl,2023-02-28 21:30:28+00:00,255,138,11,7,5291.0,"Palestinians are staying out in the streets to defend their homes and families from the attacks of the savage Zionist settlers in the town of Hawara, south of Nablus. https://t.co/lfNgcSvRUp",2
2683,2683,5,emilykschrader,2023-02-28 22:19:08+00:00,1089,551,53,21,21979.0,"A shocking example of IR's savage disinformation campaigns: in an effort to deter protesters, the secret police claimed they found beastiality porn of student protesters and claimed (falsely) that the schools girls were willing to execute these perversions. #IranRevolution https://t.co/OPV14KSpJO",2
2685,2685,7,TheOldHollywood,2023-02-28 21:25:49+00:00,233,32,2,1,11454.0,Maria Montez in a publicity still for White Savage (1943) https://t.co/zAvKsmvAl5,2
2687,2687,9,jdubbb5,2023-02-28 21:52:13+00:00,378,12,8,2,70110.0,@cxrdeII 21 savage once said 🤫 https://t.co/LXUae850KO,2
2688,2688,10,charlie_savage,2023-02-28 23:25:10+00:00,316,107,14,3,51637.0,"Gang of 8 is tight-lipped after briefing this afternoon on Trump/Biden/Pence classified docs. Here's a joint statement by two of the eight, the top D and R on the Senate Intelligence Committee, saying little: https://t.co/Rei2qfZKff",2
2695,2695,17,kimmee22,2023-02-28 23:57:24+00:00,78,1,17,0,5342.0,If you’re a drugstore cowboy sportin’ Macho Man Randy Savage sunglasses drivin’ around in your jacked up GMC with no job and a dad bod my daughter will probably date you.,2
2698,2698,20,Daon_Savage,2023-02-28 22:47:06+00:00,165,2,3,0,12512.0,He had me ready to workout the first day that we met him on Kobe’s visit,2
2704,2704,26,taekoooksoreal,2023-02-28 23:13:48+00:00,98,10,3,0,4773.0,"I don’t allow people I don’t know inside the house!

Strong words! Such a slap! Hahaha! I love jungkook for being as savage as Tae! 

They never learn! They want to be smacked in their faces! Hahahaha!",2
2705,2705,27,Raquel_Savage,2023-02-28 22:54:00+00:00,56,1,5,0,10115.0,Pop tarts BANG when they a lil toasted,2
2707,2707,29,officejjsmart,2023-02-28 21:59:10+00:00,191,58,6,2,10758.0,"…Air raid warnings just started in Ukraine 🇺🇦. 

Historically, when specific cities or regions are highlighted, and it is a late night attack (it is now midnight in Kyiv), then typically it has been an unusually savage attack. https://t.co/kJbRrFvbO5",2
2708,2708,30,s_decatur,2023-02-28 23:47:53+00:00,134,16,2,0,5779.0,"Wagler had been attacked on a well-lit street, in a lively part of town. Yet no witness came forward, and the murderers were never caught. The Black community’s apparent indifference to the savage killing did little improve race relations in Boston. https://t.co/hft3BDraYT",2
2710,2710,32,ComplexMusic,2023-02-28 21:53:53+00:00,100,12,1,3,68146.0,"Who is Precious Lee? 

Here are 6 facts about the star of Drake &amp; 21 Savage’s “Spin Bout U” video 🎥

Read: https://t.co/PrfoxCDvie https://t.co/NSCQZ3LDl6",2
2711,2711,33,SarahBCalif,2023-02-28 23:44:20+00:00,863,50,2,1,17361.0,@Acyn Damn I didn’t think I could love Jamie Raskin more…and then this! Absolutely correct and savage.,1
2713,2713,35,CLBMGlife,2023-02-28 21:17:33+00:00,164,2,12,0,9565.0,@Noapologi3s @FightHaven You obviously have not seen the videos of these kids punishing teachers with savage beatdowns. They don’t know how to deescalate when they have the upper hand,2
2715,2715,37,Johnnypatriot64,2023-02-28 21:13:41+00:00,63,31,12,7,8136.0,"This homeless man sitting on the curb minding his own business was executed in broad daylight in St Louis today .

Sadly it won't make the MSM because it doesn't fit their narrative.

I'm sorry but these black savages are so out of control I don't think the country can recover https://t.co/ZkoJqWVDzx",2
2718,2718,40,juicewrldstats2,2023-02-28 22:02:11+00:00,134,2,1,0,3226.0,"Juice WRLD's ""Fighting Demons (Deluxe)"" album (2.150B) has passed Mariah Carey's ""Merry Christmas (Deluxe Anniversary Edition)"" in All Time Spotify Streams.

Fighting Demons now ranks at 350th All Time, 2.3M behind 349th, which is currently 21 Savage's ""i am &gt; i was (Deluxe)""",2
2719,2719,41,MacMallyMMA,2023-02-28 20:08:24+00:00,120,1,9,1,9137.0,@KarateCombat Wish dot com Randy Savage is a decent camera man. https://t.co/b48EFAhn9J,2
2722,2722,44,AmericaReal3,2023-02-28 23:58:30+00:00,90,38,29,8,5411.0,"'
These savages need to be annihilated...",2
2729,2729,51,Thathoeoverth14,2023-02-28 23:51:50+00:00,51,0,2,0,437.0,@savage_rih 🤣🤣🤣 the denial IM CRYING https://t.co/pGklybdNBK,2
2746,2746,68,StefAlterNerd,2023-02-28 23:34:09+00:00,123,25,9,2,6270.0,"Ey up everyone! Ashley Morgan Smithline is on our stream right now talking about the Marilyn Manson case - she is going SAVAGE on Evan Rachel Wood and co - come join us right now!!

https://t.co/RRWWhnqnob",2
2750,2750,72,HONEYHIVEGANG,2023-02-28 23:50:30+00:00,77,0,0,0,394.0,@savage_rih @AccessAnthony a website with 16 subscribers. BFFR Gyal,2
2754,2754,76,Kaalateetham,2023-02-28 21:58:59+00:00,82,48,5,1,2917.0,"What would be the mental status of the kid? Why do we have such savage beasts living as normal people among us?

We lose all faith in the judiciary when justice is slow &amp; the guilty are not punished. Sometimes I feel they should be hanged in the town hall

https://t.co/vcWa7eCKXC",2
