,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
1374,1374,0,dlfcsports,2022-10-22 03:23:27+00:00,1121,7,2,0,,@thenqqpd @luvstashh @TheBlackWeeeb @Slaygxgi @domislivenews Definite coonery when you have to pay a white actor to call you the n word and have multiple scenes done per day. Coon shit.,0
1416,1416,60,theashleyray,2022-10-24 19:52:03+00:00,132,6,2,0,,"this is why coons like kanye are so dangerous cuz white ppl will ignore black ppl saying ""we dont fuck with them"" and let that shit spread so far until oh hey look kanyye brought back nazis",0
1424,1424,4,techceopepe,2022-10-22 02:40:23+00:00,79,6,6,1,,"Reminder that the number one factor that determines how much money you’ll make is your height. Biggest monkey gets all the coconuts. We’re just dumb apes playing dress up, mate. https://t.co/qE0eLyxqJT",2
1448,1448,9,cordy_fox,2022-10-24 13:23:23+00:00,222,16,1,1,,"so let's not pretend for 1 second gay is any less “tainted” with trauma than queer because it isn't. I was called queer, I was called fag—but more than anything, I was called “gay”.

And you know what? I ID as gay. I also ID as queer. And I don't need some cishet telling me no.",0
1515,1515,0,blizzy_mcguire,2022-10-26 22:34:20+00:00,2605,179,20,10,,im like Greta thunberg but for faggots,0
1516,1516,1,iamtheaardvark,2022-10-24 19:08:50+00:00,56,2,4,0,,Gonna do some faggot shit today for Leslie,0
1517,1517,5,RITAL1NR4T,2022-10-24 00:11:49+00:00,63,16,3,0,,"bert walked into that festival, did 4 lines of coke, texted gerard way ""lol FAGGOT"", put her CLIT directly on the mic for an hour and served absolute cunt. 12/10",1
1537,1537,0,blizzy_mcguire,2022-10-26 22:34:20+00:00,2601,179,20,10,,im like Greta thunberg but for faggots,0
1568,1568,9,timothy_stanley,2022-10-23 10:49:33+00:00,556,25,42,4,,"BTW, I'm not saying those MPs are being rude. They're nervous and they're worried that if they give you any hint of what they're going to say, you'll use it against them. Everyone lightens up afterwards. Paddy Ashdown insisted I join him for a fag in the car park.",0
1585,1585,38,TheTNHoller,2022-10-24 16:33:48+00:00,88,41,9,5,,On that anti-trans hate rally: “My stomach was in knots. People were calling us mentally deranged and fags. People were saying trans people should die and that they are the devil… this is just another way to dehumanize us.” https://t.co/XpkRTB7Hfw,0
1604,1604,12,ginandjuniper,2022-10-22 03:35:13+00:00,65,1,9,1,,This design just called me a faggot and told me to stay in the fucking closet.,0
1614,1614,1,finaIspace,2022-10-24 20:08:41+00:00,336,66,13,2,,The amount of flattery from Macaque in this scene was actually so unnecessary because he easily could have just swiped the ring from right under Tang’s nose but Nooooo he was like “Let me go sweet-talk this man while I have some time to spare 🤭” like a fucking queer… https://t.co/38qqaNeU3w,1
1615,1615,2,MikkytheHamster,2022-10-26 20:49:37+00:00,216,13,4,1,,Being an explorer is so fucking queer. watchu exploring hm? YOUR GENDER! ? YOUR SEXUALITY??? https://t.co/EAqRpBHcnu,0
1617,1617,9,wheatleytism,2022-10-23 02:51:15+00:00,186,34,8,0,,"i dont know what ""38🏴‍☠️MINERS DNI!!!!🤬She/her (cis)🏳️‍🌈Fandom elder👵Fanfic writer😏🍆"" needs to hear this but you aren't ""reclaiming queer history"" by obsessing over ur fave fictional gay men and drawing them fucking ur just making the real ones uncomfortable",0
1621,1621,25,zagmegthan,2022-10-23 13:29:10+00:00,64,10,0,1,,"not only is this a disservice to lestat as a character, but it’s also so important to recognize how much damage this has done to the amazing representation that is louis. to have put a queer black man in such a situation is very fucking gross.",0
1622,1622,32,fubroshi,2022-10-25 18:45:24+00:00,260,28,2,0,,"Religion doesn't force you to hate. As a devoutly religious queer man I find any insinuation otherwise to be fucking laughable. You become a bitter, awful person on your own and you will suffer for it on your own. Take some personal responsibility.",0
1625,1625,38,EmoFoucault,2022-10-25 03:10:43+00:00,118,10,5,2,,"William, you’re the only person I imagine capable of taking a discourse about fucking QUEER HISTORICAL ERASURE and using it to violently delegitimize the work of a gay man who died in the early years of the AIDS crisis.",0
1628,1628,46,A_hungry_Fool,2022-10-24 16:00:10+00:00,132,14,3,0,,"Jesus fucking Christ 🤮

Nobody - but especially a fucking straight woman, who’s a transphobe - should try to tell people what to call themselves, but this ridiculous shit is both ignoring the history of people reclaiming queer and gay being used as a prerogative term too",0
1630,1630,52,clairewillett,2022-10-25 16:07:22+00:00,165,16,1,0,,"I'm thinking a lot about the loss of Leslie Jordan in the world just as a person who truly became an avatar for queer joy

just the full-out, fucking unapologetic glow of self-love from someone who had been through the shit and came out of it with his spirit intact",1
1632,1632,56,AlyseG18,2022-10-24 18:12:18+00:00,269,9,1,0,,"@iilluminaughtii Queer person here, I'm fucking offended!  The BIG difference is CONSENT!!! 2 men can CONSENT, 2 women can CONSENT, trans people can CONSENT, a massive mixed gender organization of adults CAN CONSENT. Minors CANT CONSENT!!!",0
1636,1636,63,lesbiaudrey,2022-10-26 23:24:16+00:00,275,33,14,1,,"sorry but ""grieving man in avengers endgame"" being touted as proof that disney isn't homophobic and actually has done a lot for queer people is fucking hilarious

to quote russell t davies, what a craven feeble gesture lol",0
1639,1639,66,MintPossum,2022-10-25 19:52:34+00:00,107,22,5,0,,"You fucking what, mate? HIV/AIDS is not ""mild"", it's just less transmissible. Queer elders are quite rare because HIV so thoroughly fucked our population, and you're calling it ""mild"".",0
1640,1640,68,vaspider,2022-10-26 07:43:14+00:00,61,10,0,2,,"There's been as much hate in ""you people"" as anything else I've ever had spit at me.

Of *course* queer is a slur. That's why it fucking matters that *we* hold the handle and *we* point the blade.

Every word for us has edges on it. Every word for us made someone bleed.",1
1752,1752,1,texasvaquero1,2022-10-23 23:09:20+00:00,84,5,8,1,,Me and my pet coon are pulling for the ‘stros⚾️🎉 https://t.co/s9va3o3o4T,0
1753,1753,2,MissNiiikkiii,2022-10-26 18:26:25+00:00,61,1,11,0,,Happy 81st birthday to my ace boon coon💞🥳 https://t.co/rvP5r4lS0y,2
1774,1774,36,CeramicToast,2022-10-23 03:24:29+00:00,64,0,3,0,,"@JenosonTwit I've been called the n word. I've been called a coon. I was directly called a half-breed -- but the funniest one was probably ""negropean"", in accordance with my biracial status.",2
1799,1799,81,djrothkopf,2022-10-25 01:52:07+00:00,50,2,6,0,,"@LorenzoTheCat @UROCKlive1 I once had a Maine Coon cat who was magnificent in every respect. She was so well-behaved. Could do tricks. Was a delight. But if I was away for more than a night, she would pee on my pillow. Very deliberately. Only the pillow. Only to punish me for ignoring her.",2
1811,1811,20,DetroitKid69,2022-10-24 05:21:24+00:00,111,3,1,0,,"@KhalkeionGenos Women a Korean starts calling black people niggers on the subway, I SIT my WHITE ass down and listen! POWERFUL",0
1816,1816,3,MrChuckD,2022-10-26 15:50:56+00:00,751,84,60,9,,Back in the 80s I socially stopped using the word Nigger because I only used to call Caucasians that to showcase how stupid the word is’,1
1860,1860,32,scrufacejean,2022-10-25 21:13:27+00:00,319,17,17,3,,I never understand ppl gettin mad that there are worst consequences for offendin the LGBTQ+ or Jewish community than the Black community. It’s cuz theyre WAY more united when it comes to that. I STILL argue w/ black ppl who think it’s cool for they white friend to say Nigger,0
1876,1876,1,Mr_ReadingTown,2022-10-26 09:26:54+00:00,135,11,41,3,,Morning bitches . . . . . . It's true I am a shorty   😉 https://t.co/Zpm5zyt2YO,1
1878,1878,4,officalkurokame,2022-10-22 20:21:49+00:00,280,5,0,0,,"@Mr_Everythng You won that day. Idc. If I was your mom I would’ve laughed and waited for her to respond like “yeah bitch, he said what he said now what?” Just in case shorty felt froggy https://t.co/m6WcEBQVAe",1
1930,1930,0,MrChuckD,2022-10-26 15:50:56+00:00,751,84,60,9,,Back in the 80s I socially stopped using the word Nigger because I only used to call Caucasians that to showcase how stupid the word is’,1
1959,1959,0,MrChuckD,2022-10-26 15:50:56+00:00,751,84,60,9,,Back in the 80s I socially stopped using the word Nigger because I only used to call Caucasians that to showcase how stupid the word is’,1
1960,1960,3,scrufacejean,2022-10-25 21:13:27+00:00,319,17,17,3,,I never understand ppl gettin mad that there are worst consequences for offendin the LGBTQ+ or Jewish community than the Black community. It’s cuz theyre WAY more united when it comes to that. I STILL argue w/ black ppl who think it’s cool for they white friend to say Nigger,0
1971,1971,18,JordanPlain,2022-10-23 18:30:08+00:00,58,18,5,1,,Real shit keep that Fleetwood Mac playing kind sir I’m not the average nigger,1
1977,1977,28,JordanXJenkins,2022-10-26 06:55:32+00:00,122,0,4,0,,"&gt;Playing MW2 2009
&gt;Random calls me a nigger because of my GT
&gt;tell him to go k*ll himself
&gt;he says that’s not cool to say and that’s how his brother died
&gt;I tell him “well maybe you should take his advice huh?”
&gt;*Random has left the game*",0
